model,n,mean_accuracy,sample_sd,t95_low,t95_high
control_student_logit_ce,5,95.15239477503629,0.3852310432507067,94.67406725764141,95.63072229243116
sprkd_logit_ce_random_init,5,94.79245283018868,0.19265652837208097,94.55323815489014,95.03166750548722
