model,n,mean_trace,sample_sd,t95_low,t95_high
control_student,5,-1.7674342341874723,15.276722941186422,-20.735991120792175,17.20112265241723
rkd_paper_weak_teacher,5,66.92409160518648,110.5455132125828,-70.33629231383611,204.18447552420906
rkd_upstream_asr_teacher,5,-0.47938911372609433,0.8666253373626509,-1.5554465950604894,0.5966683676083007
sprkd_paper_random_init,5,-11.186463483884932,27.119379750003965,-44.85962097308105,22.48669400531119
sprkd_upstream_direct_init,5,-370.0413316760659,862.6818633994784,-1441.2023433625359,701.119680010404
